employee_id,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
67175,1,40,3,6,1,0,68,0
71012,1,30,5,8,1,0,58,0
48439,1,25,5,3,1,0,74,0
12619,2,40,3,7,1,0,56,0
46661,2,30,4,2,0,0,47,0
11759,1,25,4,2,1,0,89,0
50191,1,26,3,2,1,0,56,0
45981,1,38,5,9,1,0,58,0
14143,2,38,3,2,0,0,82,0
17170,1,29,5,3,1,0,66,0
60326,1,32,4,7,1,0,67,0
70054,2,30,5,7,1,0,79,0
52978,1,40,4,8,1,0,72,0
13505,3,32,,1,0,0,62,0
58750,1,32,3,7,0,0,82,0
34718,1,35,3,5,0,0,69,0
45851,1,40,3,5,1,0,95,1
48055,1,33,1,8,0,0,48,0
25810,1,42,5,3,0,0,51,0
74662,1,23,,1,1,0,76,0
69126,3,24,1,2,0,0,56,0
39453,1,37,5,2,1,0,60,0
26794,1,35,2,7,1,0,46,0
49051,1,30,5,9,0,0,73,0
18556,1,36,4,9,0,0,50,0
52599,1,33,5,6,1,0,43,0
12350,1,32,5,7,1,0,80,0
42908,1,35,4,10,1,0,53,0
29069,1,28,2,3,0,0,59,0
61660,1,33,1,7,1,0,69,0
28920,1,35,3,5,0,0,70,0
74302,1,35,4,4,0,0,47,0
13857,1,33,3,9,0,0,51,0
11694,1,27,3,3,0,0,58,0
40236,1,36,4,9,1,0,82,0
57041,1,29,3,3,0,0,80,0
33943,1,37,4,6,1,0,59,0
19550,1,31,5,4,0,0,61,0
4470,3,26,5,2,1,0,84,0
61627,1,32,5,4,0,0,53,0
9882,1,28,,1,0,0,79,0
23637,1,27,3,2,0,0,83,0
76812,1,50,3,6,0,0,82,0
65065,1,44,3,3,1,0,74,1
30742,3,33,5,2,1,0,63,0
32986,1,34,2,7,0,0,54,0
30997,1,31,5,8,1,0,51,0
3049,3,27,4,4,0,0,80,0
44192,1,52,4,21,0,0,77,0
70368,1,36,5,3,1,0,49,0
53622,1,30,,1,1,0,52,0
9881,1,29,5,6,1,0,62,0
28662,1,36,4,7,0,0,55,0
54753,1,31,4,5,1,0,60,0
31866,1,31,3,1,0,0,57,0
14785,1,30,3,3,1,1,81,1
45367,1,33,3,4,0,0,80,0
22888,1,33,3,4,1,0,50,0
72360,1,31,5,3,1,0,64,0
69017,1,29,2,2,0,0,83,0
4069,1,47,5,6,0,0,85,0
9826,1,39,2,4,1,0,50,0
1966,1,40,3,10,0,0,69,0
57526,1,39,3,13,0,0,62,0
162,3,31,1,5,1,0,49,0
42338,1,34,2,10,0,0,53,0
76602,1,48,1,3,0,0,83,0
6343,1,29,5,2,0,0,88,1
15606,1,28,,1,0,0,48,0
66497,2,35,3,8,0,0,49,0
25093,1,41,5,6,1,0,56,0
35517,1,55,1,23,0,0,53,0
3866,1,36,1,6,0,0,61,0
28677,1,31,3,5,1,0,51,0
57250,1,29,2,8,0,0,51,0
24274,1,46,3,15,1,0,61,0
52369,1,30,5,4,1,0,86,1
27435,1,28,5,4,0,1,82,1
48570,3,36,4,8,1,0,62,0
54161,1,29,,1,0,0,85,0
32468,1,29,3,4,0,0,80,0
76918,1,31,5,3,1,0,72,0
65617,1,40,3,10,0,0,55,0
6292,3,28,5,2,1,0,81,1
62250,1,30,4,4,0,0,74,0
74890,1,51,4,21,0,0,55,0
72610,2,34,5,4,1,0,55,0
73830,1,49,5,19,0,0,72,0
60147,1,25,,1,0,0,57,0
43475,1,48,3,8,1,0,58,0
28598,1,41,4,13,0,0,49,0
74167,1,36,5,11,1,0,52,0
73834,1,33,5,4,1,0,56,0
6098,1,35,5,2,1,0,58,0
57552,1,39,5,7,1,0,71,0
56410,1,37,3,4,1,0,49,0
64665,1,28,,1,0,0,61,0
61519,1,46,5,7,1,0,49,0
25319,1,35,3,9,0,0,52,0
60259,1,28,3,5,1,0,52,1
51974,2,36,5,11,1,0,85,0
30317,3,28,3,2,0,0,84,0
76762,1,35,3,7,0,0,78,0
24684,1,41,4,11,0,0,73,0
17444,1,31,3,5,1,0,70,0
1507,1,31,1,2,0,0,49,0
29396,1,23,3,2,0,0,51,0
10061,1,40,3,19,0,0,48,0
21661,1,33,2,8,0,0,51,0
56500,2,37,3,7,0,0,48,0
37412,4,41,5,6,0,0,57,0
16204,1,39,5,2,1,0,69,1
51319,1,42,1,14,0,0,47,0
46985,1,44,4,18,0,0,62,0
28337,1,31,3,4,0,0,80,0
65077,1,25,2,3,0,0,57,0
41042,2,36,5,2,1,0,79,0
3007,1,33,3,7,1,0,57,0
63219,1,35,4,3,1,0,59,0
210,1,36,2,5,0,0,48,0
78201,2,26,4,5,0,0,55,0
50500,1,33,1,10,0,0,49,0
10733,2,34,3,6,0,0,82,0
37580,1,24,,1,0,0,60,0
44378,1,41,3,6,1,0,65,0
2208,1,46,5,7,0,0,48,0
50949,1,28,1,2,0,0,50,0
19170,1,32,3,6,0,0,59,0
29218,3,37,5,3,0,0,84,0
45191,1,34,5,4,1,0,83,1
29269,1,32,1,7,0,0,90,0
23361,2,34,2,5,0,0,47,0
42641,1,40,3,2,0,0,53,0
49856,1,33,5,6,0,0,49,0
55151,1,35,1,8,0,0,48,0
73701,1,45,4,15,0,0,71,0
45807,1,26,1,1,0,0,86,0
54230,1,40,3,10,1,0,46,0
46586,1,42,3,13,0,0,67,0
24963,1,25,,1,0,0,50,0
42683,1,30,,1,0,0,56,0
42914,2,28,3,1,0,0,60,0
17709,2,31,3,4,0,0,52,0
62362,1,35,3,2,0,0,51,0
59583,2,33,3,8,0,0,80,0
11060,1,30,5,4,1,0,72,0
74224,2,32,,1,0,0,49,0
68054,1,34,3,4,0,0,83,0
63052,1,36,2,8,0,0,53,0
33429,1,36,3,4,1,0,50,0
46342,2,35,3,3,0,0,60,1
29390,1,47,5,4,1,0,54,0
15950,1,33,1,6,0,0,59,0
41325,1,37,1,8,0,0,83,0
50012,1,28,5,2,1,0,81,0
15964,2,31,3,5,0,0,85,0
10551,1,27,4,3,0,0,61,0
4386,1,43,5,7,1,0,82,0
32394,3,26,4,1,0,0,89,0
11742,1,39,3,11,0,0,61,0
29797,1,30,4,3,1,0,49,0
39930,1,36,5,9,1,0,49,0
54296,1,40,3,12,0,0,68,0
24768,1,53,3,24,0,0,58,0
5353,2,38,4,9,0,0,79,0
18549,1,42,3,11,0,0,72,0
55468,1,29,2,3,0,0,50,0
51372,1,57,1,18,0,0,72,0
63691,1,43,5,10,0,0,64,0
42482,1,54,2,13,0,0,69,0
48100,1,25,3,2,1,0,79,0
5626,1,36,3,3,0,0,85,0
50620,1,27,3,4,0,0,80,0
68842,1,39,5,10,1,0,58,1
7633,1,41,5,4,0,0,79,0
18366,2,30,1,4,0,0,51,0
56872,1,31,3,3,0,0,52,0
40860,1,29,,1,1,0,82,0
67941,1,49,3,6,0,0,83,0
41093,1,39,4,4,1,0,61,0
71759,1,24,5,2,0,0,56,0
37167,3,35,1,10,0,0,52,0
21205,2,29,1,2,0,0,70,0
62944,1,51,4,16,1,0,58,0
57546,1,33,4,4,0,0,61,0
45673,1,28,2,3,0,0,53,0
36189,3,49,3,6,1,0,70,0
21048,1,45,3,14,1,0,63,0
18330,2,33,1,6,0,0,46,0
22849,2,32,3,6,0,0,66,0
51451,1,38,1,5,0,0,79,0
52506,1,27,,1,0,0,51,0
60501,1,39,1,2,0,0,69,0
25389,1,31,3,8,0,0,52,0
41636,1,28,1,4,0,0,48,0
72915,1,33,5,5,1,0,83,0
22248,1,27,4,3,0,0,79,0
73665,1,27,,1,1,0,80,0
51709,1,35,2,5,0,0,53,0
38223,1,31,1,3,0,0,49,0
20625,1,33,5,5,1,0,61,0
24472,1,30,1,2,0,0,57,0
6949,1,24,2,3,0,0,79,0
51681,2,36,4,6,0,0,62,0
47953,1,49,1,12,0,0,57,0
348,1,38,4,7,0,0,81,0
12251,1,41,4,2,1,0,56,0
34875,1,57,3,4,1,0,72,0
72839,1,42,5,12,0,0,51,0
29683,1,28,5,4,1,0,75,0
25852,2,47,5,4,1,0,62,0
73656,1,53,1,2,0,0,72,0
37619,1,59,3,16,1,0,59,0
31756,1,36,2,5,0,0,56,0
1263,1,43,4,10,1,0,49,1
76365,1,27,2,4,0,0,83,0
39326,1,30,5,11,1,0,45,1
74028,1,30,5,2,0,0,46,0
11709,1,41,3,11,1,0,65,0
4062,1,44,3,15,0,0,68,0
25103,1,42,3,7,1,0,47,0
10326,1,27,,1,0,0,52,0
44576,1,31,5,5,1,0,83,1
31528,4,27,5,4,0,0,84,0
17499,1,57,4,3,1,0,87,0
29741,1,32,4,5,0,0,69,0
8883,1,25,5,3,1,0,79,0
41038,1,31,5,2,1,0,63,0
25127,1,50,1,17,0,0,86,0
27078,1,29,3,2,0,0,81,0
11895,1,40,4,4,1,1,47,0
39191,1,37,5,7,1,0,56,0
67055,1,37,4,11,0,0,73,0
21886,1,31,3,2,0,0,53,0
25284,2,38,3,10,0,0,67,0
18428,1,26,,1,0,0,82,0
19238,1,23,3,2,0,0,47,0
11470,1,39,3,6,0,0,51,0
9811,1,35,4,2,0,0,57,0
3170,1,25,,1,0,0,49,0
16985,1,40,3,15,0,0,48,0
39881,1,33,5,5,0,0,81,0
43027,1,35,5,3,1,0,63,0
54100,2,26,4,4,0,0,49,0
2496,1,31,4,7,0,0,51,0
34637,1,51,5,7,1,0,80,0
72745,1,30,1,4,0,0,86,0
20894,1,45,3,2,1,0,59,0
35784,1,26,5,2,1,0,47,0
59680,1,59,2,10,0,0,50,0
19704,1,36,3,4,1,0,51,0
15927,1,26,5,2,0,0,55,0
29792,1,33,3,6,0,0,81,0
73984,2,27,4,2,0,0,81,0
57645,1,59,3,6,0,0,59,0
2735,1,30,3,2,0,0,59,0
73634,1,29,3,4,0,0,50,0
31307,1,44,1,10,0,0,51,0
6606,1,41,5,7,0,0,63,0
21864,1,43,4,7,0,0,69,0
4820,1,32,5,6,0,0,77,0
46061,1,35,5,7,0,0,51,0
568,1,34,3,10,1,0,51,1
22915,1,45,3,16,0,0,70,0
17824,2,25,4,2,1,0,81,0
7728,2,35,5,10,0,0,83,0
22671,1,36,5,7,1,0,50,0
7021,1,40,3,9,0,0,53,0
6801,1,21,,1,0,0,49,0
51934,1,30,3,3,0,0,49,0
25630,1,36,1,7,0,0,51,0
63335,2,30,1,7,1,0,45,1
1381,1,30,4,4,1,0,60,1
15384,1,44,4,7,1,1,61,1
59374,1,32,1,8,0,0,49,0
27443,2,31,3,5,0,0,71,0
66211,1,24,,1,0,0,60,0
13260,2,28,1,2,0,0,51,0
1590,1,49,5,8,1,0,71,0
19880,1,38,5,7,0,0,61,0
54081,1,32,1,6,0,0,67,0
30518,2,33,4,3,0,0,54,0
40071,1,39,2,3,1,0,69,0
7957,2,32,3,6,0,0,72,0
73046,1,43,5,14,1,0,80,0
76383,2,27,3,3,0,0,46,0
71938,1,36,2,9,0,0,86,0
37948,1,31,5,7,1,0,55,0
32156,1,28,,1,0,0,51,0
13472,1,39,3,9,0,0,69,0
48166,2,31,,1,0,0,77,0
43989,1,39,3,5,0,0,79,0
69273,1,31,1,5,1,0,84,0
52684,1,31,2,4,0,0,48,0
3053,1,30,2,6,0,0,43,0
70329,1,43,4,7,1,0,83,0
30084,1,30,1,5,1,0,86,0
39454,1,27,2,3,1,0,85,0
24351,1,50,5,19,0,0,88,0
42380,1,37,4,4,1,0,61,0
64914,1,36,5,4,0,0,49,0
17401,1,32,4,6,0,0,59,0
38341,2,34,1,4,0,0,50,0
38329,1,27,3,2,0,0,83,0
45549,1,39,4,5,1,0,57,0
2615,1,34,5,7,0,0,52,0
61209,2,26,,1,1,0,45,0
42860,1,39,5,6,1,0,61,0
32112,1,44,2,16,0,0,54,0
15010,1,48,3,20,0,0,77,0
75062,1,28,4,2,0,0,55,0
30060,1,31,5,4,1,0,87,0
18913,1,32,2,9,0,0,67,0
64469,1,27,4,5,0,0,86,0
52302,1,39,4,9,0,0,60,0
21044,1,31,3,3,0,0,67,0
56164,1,33,1,7,0,0,48,0
60484,1,40,1,13,0,0,72,0
36462,1,37,5,15,1,0,48,0
14432,1,37,5,10,1,0,60,0
39864,1,29,3,4,0,0,51,0
48905,1,49,4,19,0,0,58,0
67818,1,41,5,3,1,0,51,0
41794,1,32,3,9,0,0,55,0
14403,2,31,2,3,0,0,46,0
11954,2,27,1,3,0,0,52,0
8449,1,39,4,4,1,0,59,0
46479,1,36,3,3,1,0,50,0
70630,1,26,1,2,0,0,49,0
1942,1,29,5,2,1,0,51,0
31900,1,44,5,11,1,0,60,0
65181,2,31,3,10,0,0,50,0
34459,1,32,4,5,1,1,59,0
76123,1,32,4,7,1,0,58,0
61863,1,23,,1,0,0,46,0
13656,1,26,5,2,1,0,69,0
67072,1,28,4,5,1,0,48,0
44878,1,38,3,2,0,0,63,0
62651,1,33,3,5,0,0,69,0
34810,1,40,5,3,0,0,58,0
10902,1,37,5,4,1,1,57,1
56838,2,42,1,14,0,0,78,0
23551,2,25,4,2,0,0,60,0
30982,1,26,3,3,0,0,67,0
37446,1,51,4,3,1,0,66,1
40668,1,33,3,7,0,0,79,0
16281,1,32,4,6,0,0,50,0
72135,1,29,5,8,0,0,56,1
51697,1,30,2,3,0,0,56,0
20648,1,34,3,7,0,0,62,0
55918,1,31,3,3,0,0,71,0
37093,2,31,1,3,0,0,51,0
40621,1,36,3,6,0,0,58,0
52900,1,52,1,22,0,0,47,0
5343,1,22,5,2,1,0,54,0
71325,1,33,5,9,1,0,83,0
54097,1,28,,1,1,0,84,0
65106,4,37,2,9,0,0,54,0
70629,2,51,3,24,0,0,46,0
74424,2,39,3,11,0,0,47,0
68955,1,36,4,2,1,0,49,0
16575,1,28,1,2,0,0,79,0
18116,1,36,5,3,1,0,58,0
74130,2,29,3,2,1,0,81,0
76165,1,40,3,2,0,0,63,0
66677,1,36,5,4,1,0,80,0
10723,1,33,2,2,0,0,60,0
76862,1,26,5,3,1,0,62,0
13436,1,38,5,4,1,0,46,0
41709,1,44,4,5,1,0,47,0
27363,1,35,5,9,0,0,62,0
70989,1,38,4,5,1,0,80,0
2021,1,42,3,10,0,0,70,0
37164,1,27,3,2,0,0,71,0
26760,1,32,4,5,0,0,48,0
54690,1,41,4,13,0,0,60,0
13547,1,36,3,3,0,0,86,0
58426,1,26,3,2,0,0,50,0
8833,1,31,5,7,1,0,59,0
29363,2,30,3,2,0,0,51,0
43458,1,33,5,2,1,0,50,1
61376,1,31,5,4,1,0,70,0
33508,1,25,,1,1,0,61,0
69871,1,26,3,4,0,0,87,0
54121,1,55,2,21,0,0,83,0
65072,1,37,3,7,0,0,44,0
20847,1,30,4,9,0,0,86,1
55065,1,38,2,4,1,0,47,0
13950,1,29,5,4,0,0,83,0
66293,1,31,4,2,0,0,83,0
33642,1,32,5,2,1,0,61,0
21995,1,48,1,15,0,0,57,0
27341,1,36,5,5,1,0,63,1
58052,1,31,4,6,1,0,81,0
13379,2,34,2,8,0,0,53,0
77996,1,34,3,9,1,0,48,0
13556,2,33,5,3,1,0,62,0
66007,1,34,3,8,1,0,59,0
17428,1,38,4,12,0,0,52,0
45296,1,26,,1,1,0,63,0
7792,1,32,5,3,0,0,51,0
29166,1,35,4,7,0,0,59,0
6283,1,48,4,5,1,1,57,0
32733,1,29,3,5,0,0,46,0
56440,4,32,1,6,0,0,54,0
5302,1,53,3,18,0,0,52,0
76213,1,29,5,5,0,0,51,0
72221,1,41,4,12,0,0,70,0
3653,3,33,3,8,0,0,51,0
43602,1,44,4,6,0,0,76,0
17978,2,43,3,12,0,0,47,0
24218,1,28,,1,1,0,51,0
35990,2,38,5,8,1,0,71,0
36006,1,38,3,10,0,0,78,0
11454,1,39,3,13,0,0,49,0
8962,2,25,3,2,0,0,58,0
12878,2,38,5,2,1,0,67,0
68059,1,47,1,15,0,0,88,0
16028,2,30,1,3,0,0,87,0
19418,1,44,4,5,0,0,63,0
60078,1,26,5,2,1,0,94,1
61523,1,35,4,7,0,0,48,0
43519,2,35,5,6,1,0,68,0
6819,2,32,3,5,1,0,61,0
46310,1,36,1,3,0,0,70,0
62188,1,29,4,2,1,0,44,0
47685,1,32,5,7,1,0,85,0
68915,1,28,3,5,1,0,80,0
73894,1,30,3,4,1,1,64,0
34688,1,31,4,7,0,0,56,0
18975,1,36,3,8,0,0,60,0
67426,1,45,3,2,0,0,50,0
25967,1,34,4,2,0,0,61,0
2448,1,29,4,5,0,0,57,0
4059,1,50,4,16,0,0,67,0
74202,2,38,5,10,1,0,61,0
40645,1,42,1,9,0,0,70,0
26499,1,37,3,5,0,0,81,0
76441,1,27,1,4,1,1,82,0
38225,1,30,3,3,0,0,79,0
10436,1,37,1,8,0,0,58,0
32755,1,30,2,2,0,0,45,0
29709,1,28,5,4,0,0,56,0
4105,1,59,4,17,1,0,62,0
30648,1,32,1,6,0,0,86,0
37228,1,35,3,7,0,0,58,0
28675,1,41,3,2,1,0,48,0
17775,1,31,3,7,0,0,52,0
36147,1,40,3,10,0,0,60,0
43737,1,41,4,7,1,0,81,0
61625,1,30,1,6,0,0,49,0
28150,2,30,4,6,0,0,83,0
54292,2,27,1,5,0,0,87,0
66398,1,28,2,2,0,0,72,0
48669,2,26,,1,0,0,74,0
50468,1,53,3,19,0,0,47,0
24970,1,31,3,4,0,0,87,0
38690,1,40,2,4,0,0,48,0
60849,1,49,1,6,1,0,84,0
43713,1,26,5,2,1,0,82,0
46050,1,40,5,7,1,0,78,0
49878,1,22,,1,0,0,48,0
13043,1,35,1,4,0,0,48,0
72614,1,50,3,20,1,0,76,1
57957,1,53,2,4,1,0,51,0
68167,1,59,3,5,0,0,57,0
23579,2,32,4,3,0,0,72,0
33389,1,31,,1,1,0,49,0
16193,1,35,3,3,0,0,50,0
45925,1,24,,1,0,0,86,0
30693,1,28,3,6,1,0,52,0
6552,1,29,4,5,0,0,72,0
21571,1,36,5,8,1,0,55,1
24565,1,35,1,10,0,0,49,0
60336,1,44,4,9,0,0,57,0
19540,1,44,1,6,0,0,58,0
9058,1,33,3,7,0,0,48,0
21240,1,56,3,16,0,0,71,1
10135,1,34,1,3,0,0,48,0
28990,2,31,,1,1,0,73,0
41059,1,47,5,8,1,0,82,0
10293,1,25,3,2,0,0,51,0
37753,1,33,4,7,0,0,51,0
14662,1,38,5,4,1,0,60,0
24783,1,32,2,2,0,0,51,0
16184,1,36,4,4,1,0,51,0
24515,1,51,3,18,0,0,51,0
32205,1,32,5,4,1,0,72,0
11982,1,32,3,5,0,0,52,0
36785,1,37,3,3,0,0,58,0
41808,3,33,3,5,1,0,83,0
31691,1,53,4,9,1,0,83,0
60786,1,35,2,8,1,0,54,1
75002,2,33,3,5,0,0,68,0
63748,1,26,4,4,0,0,52,0
69682,1,40,3,6,0,0,46,0
9411,1,24,,1,0,0,78,0
60566,1,38,4,4,0,0,49,0
55087,1,25,5,2,0,0,48,0
8998,1,29,4,6,1,0,89,1
34522,1,34,5,3,0,1,61,1
15364,1,35,1,4,0,0,85,0
26507,1,54,3,14,1,0,73,0
43394,1,40,1,5,0,0,55,0
15292,1,31,3,7,0,0,52,0
7793,3,39,3,3,0,0,70,0
40627,2,35,1,5,0,0,51,0
52159,1,33,2,7,1,0,54,0
49578,1,35,4,4,1,0,60,0
48631,1,48,5,18,0,0,52,0
22172,1,31,3,8,0,0,66,0
77393,2,56,4,10,0,0,73,0
67869,1,27,,1,0,0,88,0
38281,1,42,4,6,0,0,49,0
20678,1,25,2,2,0,0,51,0
72084,1,41,5,2,1,0,70,0
17892,2,31,3,3,0,0,65,0
33949,2,60,1,26,0,0,53,0
39376,1,38,3,2,0,0,54,0
22687,1,36,5,3,1,0,55,0
38041,1,29,3,2,1,0,48,0
5585,2,34,3,10,0,0,51,0
41061,1,28,5,4,1,0,54,1
17616,1,52,3,7,0,0,47,0
27218,1,34,5,9,1,0,54,0
46686,1,28,5,4,0,0,86,1
76624,1,30,4,2,1,0,56,0
69714,1,46,3,17,0,0,53,0
7762,2,28,5,4,1,0,86,0
4781,1,35,3,9,0,0,78,0
68153,2,51,3,10,0,0,70,0
18528,1,35,3,7,0,0,62,0
65183,1,38,1,10,0,0,49,0
36972,1,37,4,9,1,0,46,0
41188,1,35,3,10,1,0,55,0
57241,1,31,1,8,0,0,59,0
65961,1,29,3,3,0,0,46,0
74402,1,42,5,15,0,0,67,0
66001,1,25,5,6,1,0,48,0
34284,1,39,5,5,1,0,64,0
52460,1,26,1,2,0,0,58,0
71840,1,35,5,8,0,0,52,0
22803,1,27,4,6,0,0,52,0
23509,1,29,3,3,0,0,70,0
68194,2,36,3,11,0,0,62,0
66591,1,27,3,5,0,0,75,0
37293,2,31,5,6,0,0,52,0
58487,1,40,4,7,0,0,47,0
63814,1,59,5,22,1,0,66,0
68869,1,31,1,3,0,0,70,0
61579,1,34,3,6,0,0,52,0
8326,1,33,4,5,0,0,48,0
76107,2,31,2,8,0,0,52,0
29734,1,27,3,3,1,0,48,0
52658,2,28,3,3,0,0,75,0
66768,1,30,3,5,0,0,74,0
42894,1,47,3,17,0,0,61,0
44333,1,39,3,10,0,0,64,0
42930,2,28,3,4,0,0,50,0
78189,1,32,3,2,0,0,45,0
73237,2,29,4,3,1,0,90,0
66178,1,44,3,11,0,0,50,0
55076,1,34,3,5,1,0,59,0
69318,2,42,4,3,0,0,55,0
49428,1,45,3,16,1,0,59,0
51977,2,31,1,1,0,0,76,0
52228,1,31,5,2,0,0,85,0
66165,1,57,1,4,1,0,65,0
16591,1,29,4,6,0,0,55,0
40260,1,22,3,2,0,0,57,0
29975,1,29,4,7,0,0,60,0
26858,1,35,3,8,0,0,77,0
78222,1,23,,1,1,0,53,0
6233,1,22,,1,0,0,53,0
33380,1,36,3,5,1,0,81,0
48950,1,27,3,2,0,0,75,0
77571,1,41,4,10,0,0,82,0
26140,1,33,5,6,0,0,49,0
61513,1,33,3,6,1,0,68,0
33044,1,36,5,9,0,0,46,0
16827,2,41,1,9,0,0,52,0
9375,1,35,3,3,0,0,48,0
52139,1,30,1,3,1,0,86,0
77274,1,46,5,5,0,0,70,0
77723,1,35,5,5,0,0,51,0
54152,1,28,4,3,1,0,48,0
30667,1,33,1,2,0,0,49,0
77893,1,30,4,4,0,0,62,0
900,1,38,5,4,1,0,85,0
70337,1,28,,1,1,0,49,0
38127,1,33,3,5,1,0,73,1
14379,2,37,5,6,0,0,69,0
15324,1,43,5,3,1,0,58,0
25111,1,29,3,6,0,0,65,0
64526,1,26,3,4,0,0,64,0
68828,1,30,5,4,1,0,70,0
6553,1,30,3,3,1,0,82,0
20229,2,31,3,5,1,0,46,0
861,1,27,,1,1,0,43,1
20885,1,43,3,2,0,0,86,0
4459,1,36,5,2,1,0,84,0
5048,1,27,3,4,0,0,52,0
12835,1,50,1,21,0,0,62,0
30584,1,41,3,11,0,0,65,0
34955,1,33,4,10,1,0,69,0
64701,1,23,5,2,0,0,51,0
73859,1,31,4,7,1,0,71,0
37857,3,39,5,2,0,0,60,0
7214,3,38,5,3,1,0,70,0
29749,2,48,2,16,1,0,66,0
62771,1,42,4,3,1,0,49,0
58210,2,36,3,7,1,0,51,0
27499,1,37,2,8,0,0,60,0
69978,1,43,1,2,0,0,59,0
889,2,33,3,8,0,0,87,0
47261,1,39,4,3,0,0,60,0
11033,1,47,3,5,0,0,63,0
33233,1,57,2,16,0,0,47,0
37007,1,28,5,1,0,0,60,0
23672,1,32,5,3,0,0,59,0
14506,1,39,1,13,0,0,71,0
68806,1,38,4,10,1,0,72,0
31719,1,28,4,3,1,0,83,0
70281,1,35,1,5,0,0,48,0
75649,3,26,3,2,0,0,60,0
66411,1,39,5,3,1,0,72,1
64415,1,36,1,11,0,0,81,0
31969,1,51,3,8,0,0,60,0
13959,1,28,5,2,1,0,51,0
27392,1,38,3,8,0,0,61,0
33153,1,38,3,3,1,0,47,0
76151,1,46,5,5,0,0,85,0
18199,1,30,5,8,1,0,84,0
15429,1,31,5,2,0,0,48,0
48705,1,36,1,4,0,0,82,0
20874,3,38,4,3,1,0,57,0
23967,3,31,3,9,0,0,68,0
3620,1,27,1,2,0,0,57,0
41509,1,31,5,4,0,0,53,0
18355,2,34,1,10,0,0,54,0
49142,1,20,5,2,0,0,45,0
39277,1,30,5,7,1,0,69,0
45809,3,35,3,3,0,0,46,0
593,2,31,3,6,0,0,62,0
44317,1,20,,1,1,0,45,1
57766,1,34,2,5,0,0,54,0
47637,1,29,,1,0,0,57,0
59499,1,32,4,7,1,0,71,0
7669,1,42,4,19,1,0,60,1
74450,1,29,3,4,0,0,81,0
39987,1,34,3,5,0,0,64,1
37085,1,42,5,9,0,0,60,0
56435,1,37,3,6,1,0,55,0
3364,1,28,,1,0,0,72,0
63483,1,30,3,3,0,0,59,0
44562,1,42,5,7,1,0,90,0
322,1,34,3,8,0,0,46,0
22675,1,40,3,6,0,0,82,0
65512,2,33,3,7,0,0,64,0
30421,1,43,1,17,0,0,74,0
25042,1,50,5,7,1,0,85,0
32142,1,42,3,9,1,0,51,1
45358,1,36,1,2,0,0,48,0
35,2,42,4,13,0,0,52,0
52156,1,41,2,5,1,0,53,0
66371,1,33,5,10,1,0,54,1
10890,1,20,,1,0,0,48,0
30064,3,28,2,4,0,0,82,0
39707,1,52,1,3,0,0,48,0
20281,1,43,5,11,1,0,70,0
35991,2,60,3,27,0,0,70,0
53750,1,44,4,6,1,0,59,0
16563,1,52,5,18,0,0,61,0
13699,1,34,2,4,1,0,79,0
30470,1,34,2,7,0,0,50,0
31584,1,48,1,6,0,0,57,0
55742,1,43,2,9,0,0,56,0
57618,1,42,4,10,0,0,51,0
35715,1,38,3,9,0,0,56,0
1747,3,29,1,2,0,0,83,0
67312,1,33,3,8,1,0,59,0
786,1,35,5,6,1,1,54,0
52089,1,34,4,7,1,0,84,0
74061,1,38,4,7,0,0,59,0
51968,1,29,3,4,1,0,78,0
74446,1,31,2,5,0,0,46,0
25080,1,29,4,2,1,0,48,0
38392,2,32,5,7,0,0,61,0
30706,1,37,4,6,1,0,49,0
1496,1,25,,1,0,0,46,0
45810,1,35,3,4,0,0,62,0
65186,1,41,3,13,0,0,54,0
56011,1,28,5,4,1,0,61,0
64061,2,34,3,4,0,0,85,0
1745,2,42,1,4,0,0,44,0
39628,1,29,3,2,0,0,45,0
50653,1,27,4,2,1,0,61,0
30153,1,39,3,6,0,0,47,0
36320,1,34,3,6,0,0,62,0
60146,1,26,4,3,1,0,53,0
32658,1,34,4,9,0,0,49,0
23405,2,25,,1,0,0,84,0
14915,1,40,3,7,0,0,50,0
15132,1,38,3,9,0,0,51,0
57922,2,31,,1,0,0,63,0
54856,1,38,3,7,0,0,46,0
31541,1,25,,1,0,0,61,0
11246,1,37,1,2,0,0,52,0
66173,1,36,4,3,0,0,84,0
30212,1,27,1,2,0,0,81,0
71018,1,39,3,10,0,0,46,0
57496,1,33,2,3,0,0,49,0
56464,1,34,4,7,1,0,77,0
65850,1,26,3,4,0,0,46,0
5105,1,34,2,6,0,0,50,0
38210,1,30,1,2,0,0,79,0
51798,1,37,1,9,0,0,78,0
23341,1,38,1,10,0,0,60,0
77374,2,24,3,2,1,0,82,0
75654,1,36,2,9,0,0,82,0
38375,1,32,5,4,0,0,88,0
1699,1,35,3,4,0,0,75,0
29460,1,30,3,7,0,0,61,0
21395,1,26,,1,0,0,85,0
10960,1,31,3,3,1,0,48,0
54578,1,35,1,3,0,0,81,0
50682,1,32,3,2,1,0,56,0
38942,2,26,3,2,0,0,68,0
55138,1,28,5,2,1,0,88,0
18214,1,31,3,4,1,0,62,1
54732,1,33,3,7,1,0,59,0
9765,1,32,3,5,0,0,76,0
60856,1,26,,1,1,0,51,0
9122,1,23,,1,0,0,49,0
22110,2,33,4,7,0,0,47,0
50839,1,39,5,3,1,0,55,0
21365,1,31,1,4,1,0,65,0
